date,product_id,stock_on_hand
2024-07-07,PRD1045,2455
2024-07-07,PRD1046,1982
2024-07-07,PRD1047,9638
2024-07-07,PRD1048,2779
2024-07-07,PRD1049,6472
2024-07-14,PRD1000,2837
2024-07-14,PRD1001,351
2024-07-14,PRD1002,3842
2024-07-14,PRD1003,4717
2024-07-14,PRD1004,8317
2024-07-14,PRD1005,2618
2024-07-14,PRD1006,2872
2024-07-14,PRD1007,120
2024-07-14,PRD1008,6463
2024-07-14,PRD1009,2014
2024-07-14,PRD1010,7798
2024-07-14,PRD1011,2891
2024-07-14,PRD1012,9317
2024-07-14,PRD1013,2059
2024-07-14,PRD1014,1966
2024-07-14,PRD1015,1004
2024-07-14,PRD1016,2029
2024-07-14,PRD1017,3279
2024-07-14,PRD1018,1175
2024-07-14,PRD1019,3320
2024-07-14,PRD1020,860
2024-07-14,PRD1021,7925
2024-07-14,PRD1022,4748
2024-07-14,PRD1023,1583
2024-07-14,PRD1024,8662
2024-07-14,PRD1025,5768
2024-07-14,PRD1026,1213
2024-07-14,PRD1027,2999
2024-07-14,PRD1028,2282
2024-07-14,PRD1029,1204
2024-07-14,PRD1030,4000
2024-07-14,PRD1031,3159
2024-07-14,PRD1032,3385
2024-07-14,PRD1033,6540
2024-07-14,PRD1034,3114
2024-07-14,PRD1035,1768
2024-07-14,PRD1036,1329
2024-07-14,PRD1037,9627
2024-07-14,PRD1038,5745
2024-07-14,PRD1039,1178
2024-07-14,PRD1040,4722
2024-07-14,PRD1041,5094
2024-07-14,PRD1042,8759
2024-07-14,PRD1043,7889
2024-07-14,PRD1044,4608
2024-07-14,PRD1045,7886
2024-07-14,PRD1046,2180
2024-07-14,PRD1047,5553
2024-07-14,PRD1048,799
2024-07-14,PRD1049,9600
2024-07-21,PRD1000,9181
2024-07-21,PRD1001,4445
2024-07-21,PRD1002,9077
2024-07-21,PRD1003,4578
2024-07-21,PRD1004,5029
2024-07-21,PRD1005,6204
2024-07-21,PRD1006,821
2024-07-21,PRD1007,8430
2024-07-21,PRD1008,9661
2024-07-21,PRD1009,5200
2024-07-21,PRD1010,4462
2024-07-21,PRD1011,9065
2024-07-21,PRD1012,4002
2024-07-21,PRD1013,6017
2024-07-21,PRD1014,5500
2024-07-21,PRD1015,9245
2024-07-21,PRD1016,2814
2024-07-21,PRD1017,639
2024-07-21,PRD1018,8315
2024-07-21,PRD1019,7227
2024-07-21,PRD1020,4100
2024-07-21,PRD1021,5754
2024-07-21,PRD1022,6117
2024-07-21,PRD1023,3129
2024-07-21,PRD1024,2352
2024-07-21,PRD1025,4668
2024-07-21,PRD1026,9366
2024-07-21,PRD1027,3043
2024-07-21,PRD1028,5620
2024-07-21,PRD1029,5014
2024-07-21,PRD1030,4208
2024-07-21,PRD1031,5564
2024-07-21,PRD1032,4503
2024-07-21,PRD1033,6150
2024-07-21,PRD1034,1606
2024-07-21,PRD1035,3518
2024-07-21,PRD1036,4286
2024-07-21,PRD1037,3895
2024-07-21,PRD1038,5888
2024-07-21,PRD1039,4393
2024-07-21,PRD1040,2539
2024-07-21,PRD1041,8611
2024-07-21,PRD1042,5076
2024-07-21,PRD1043,237
2024-07-21,PRD1044,1884
2024-07-21,PRD1045,6456
2024-07-21,PRD1046,9535
2024-07-21,PRD1047,6633
2024-07-21,PRD1048,1845
2024-07-21,PRD1049,4628
2024-07-28,PRD1000,1923
2024-07-28,PRD1001,7750
2024-07-28,PRD1002,5746
2024-07-28,PRD1003,1785
2024-07-28,PRD1004,3719
2024-07-28,PRD1005,6233
2024-07-28,PRD1006,6959
2024-07-28,PRD1007,5623
2024-07-28,PRD1008,1842
2024-07-28,PRD1009,9655
2024-07-28,PRD1010,6645
2024-07-28,PRD1011,9946
2024-07-28,PRD1012,5034
2024-07-28,PRD1013,2472
2024-07-28,PRD1014,1057
2024-07-28,PRD1015,1631
2024-07-28,PRD1016,8652
2024-07-28,PRD1017,8409
2024-07-28,PRD1018,7053
2024-07-28,PRD1019,7885
2024-07-28,PRD1020,5120
2024-07-28,PRD1021,9999
2024-07-28,PRD1022,7906
2024-07-28,PRD1023,1025
2024-07-28,PRD1024,6317
2024-07-28,PRD1025,1324
2024-07-28,PRD1026,9670
2024-07-28,PRD1027,2418
2024-07-28,PRD1028,4123
2024-07-28,PRD1029,3453
2024-07-28,PRD1030,8669
2024-07-28,PRD1031,6804
2024-07-28,PRD1032,1382
2024-07-28,PRD1033,7496
2024-07-28,PRD1034,2810
2024-07-28,PRD1035,1113
2024-07-28,PRD1036,5028
2024-07-28,PRD1037,187
2024-07-28,PRD1038,6391
2024-07-28,PRD1039,989
2024-07-28,PRD1040,9765
2024-07-28,PRD1041,1787
2024-07-28,PRD1042,8052
2024-07-28,PRD1043,6682
2024-07-28,PRD1044,3442
2024-07-28,PRD1045,8527
2024-07-28,PRD1046,9189
2024-07-28,PRD1047,7111
2024-07-28,PRD1048,6863
2024-07-28,PRD1049,9039
2024-08-04,PRD1000,7369
2024-08-04,PRD1001,514
2024-08-04,PRD1002,954
2024-08-04,PRD1003,5726
2024-08-04,PRD1004,7681
2024-08-04,PRD1005,2348
2024-08-04,PRD1006,5308
2024-08-04,PRD1007,5249
2024-08-04,PRD1008,416
2024-08-04,PRD1009,7557
2024-08-04,PRD1010,4073
2024-08-04,PRD1011,8853
2024-08-04,PRD1012,1647
2024-08-04,PRD1013,8595
2024-08-04,PRD1014,5232
2024-08-04,PRD1015,4201
2024-08-04,PRD1016,6470
2024-08-04,PRD1017,1429
2024-08-04,PRD1018,2963
2024-08-04,PRD1019,519
2024-08-04,PRD1020,223
2024-08-04,PRD1021,7356
2024-08-04,PRD1022,8619
2024-08-04,PRD1023,7503
2024-08-04,PRD1024,9792
2024-08-04,PRD1025,6479
2024-08-04,PRD1026,1042
2024-08-04,PRD1027,4485
2024-08-04,PRD1028,974
2024-08-04,PRD1029,147
2024-08-04,PRD1030,7262
2024-08-04,PRD1031,1516
2024-08-04,PRD1032,7117
2024-08-04,PRD1033,4387
2024-08-04,PRD1034,3077
2024-08-04,PRD1035,4761
2024-08-04,PRD1036,8236
2024-08-04,PRD1037,4916
2024-08-04,PRD1038,5404
2024-08-04,PRD1039,5759
2024-08-04,PRD1040,2275
2024-08-04,PRD1041,4906
2024-08-04,PRD1042,801
2024-08-04,PRD1043,1766
2024-08-04,PRD1044,5836
2024-08-04,PRD1045,1350
2024-08-04,PRD1046,3695
2024-08-04,PRD1047,2178
2024-08-04,PRD1048,6622
2024-08-04,PRD1049,2299
2024-08-11,PRD1000,4680
2024-08-11,PRD1001,1663
2024-08-11,PRD1002,1037
2024-08-11,PRD1003,1417
2024-08-11,PRD1004,7125
2024-08-11,PRD1005,5667
2024-08-11,PRD1006,7840
2024-08-11,PRD1007,234
2024-08-11,PRD1008,4145
2024-08-11,PRD1009,5914
2024-08-11,PRD1010,6532
2024-08-11,PRD1011,5537
2024-08-11,PRD1012,3660
2024-08-11,PRD1013,8449
2024-08-11,PRD1014,7582
2024-08-11,PRD1015,2023
2024-08-11,PRD1016,8659
2024-08-11,PRD1017,187
2024-08-11,PRD1018,2307
2024-08-11,PRD1019,9389
2024-08-11,PRD1020,215
2024-08-11,PRD1021,3539
2024-08-11,PRD1022,3057
2024-08-11,PRD1023,8454
2024-08-11,PRD1024,187
2024-08-11,PRD1025,2990
2024-08-11,PRD1026,741
2024-08-11,PRD1027,5134
2024-08-11,PRD1028,232
2024-08-11,PRD1029,9786
2024-08-11,PRD1030,6853
2024-08-11,PRD1031,4978
2024-08-11,PRD1032,1588
2024-08-11,PRD1033,2373
2024-08-11,PRD1034,1440
2024-08-11,PRD1035,5755
2024-08-11,PRD1036,7832
2024-08-11,PRD1037,235
2024-08-11,PRD1038,8455
2024-08-11,PRD1039,778
2024-08-11,PRD1040,3733
2024-08-11,PRD1041,1121
2024-08-11,PRD1042,1299
2024-08-11,PRD1043,5073
2024-08-11,PRD1044,517
2024-08-11,PRD1045,2391
2024-08-11,PRD1046,2185
2024-08-11,PRD1047,4193
2024-08-11,PRD1048,6884
2024-08-11,PRD1049,4787
2024-08-18,PRD1000,965
2024-08-18,PRD1001,8668
2024-08-18,PRD1002,1494
2024-08-18,PRD1003,1473
2024-08-18,PRD1004,7871
2024-08-18,PRD1005,4255
2024-08-18,PRD1006,6847
2024-08-18,PRD1007,2338
2024-08-18,PRD1008,2017
2024-08-18,PRD1009,2236
2024-08-18,PRD1010,6004
2024-08-18,PRD1011,3516
2024-08-18,PRD1012,1048
2024-08-18,PRD1013,4412
2024-08-18,PRD1014,7177
2024-08-18,PRD1015,2902
2024-08-18,PRD1016,5958
2024-08-18,PRD1017,9013
2024-08-18,PRD1018,8176
2024-08-18,PRD1019,4490
2024-08-18,PRD1020,3660
2024-08-18,PRD1021,8623
2024-08-18,PRD1022,5595
2024-08-18,PRD1023,1759
2024-08-18,PRD1024,1686
2024-08-18,PRD1025,2582
2024-08-18,PRD1026,7421
2024-08-18,PRD1027,1475
2024-08-18,PRD1028,9749
2024-08-18,PRD1029,9371
2024-08-18,PRD1030,4344
2024-08-18,PRD1031,5648
2024-08-18,PRD1032,4849
2024-08-18,PRD1033,8302
2024-08-18,PRD1034,2396
2024-08-18,PRD1035,7363
2024-08-18,PRD1036,4691
2024-08-18,PRD1037,2947
2024-08-18,PRD1038,2694
2024-08-18,PRD1039,439
2024-08-18,PRD1040,4629
2024-08-18,PRD1041,9489
2024-08-18,PRD1042,1807
2024-08-18,PRD1043,4435
2024-08-18,PRD1044,2891
2024-08-18,PRD1045,5980
2024-08-18,PRD1046,2631
2024-08-18,PRD1047,8961
2024-08-18,PRD1048,4117
2024-08-18,PRD1049,7194
2024-08-25,PRD1000,8033
2024-08-25,PRD1001,6159
2024-08-25,PRD1002,5283
2024-08-25,PRD1003,5627
2024-08-25,PRD1004,8211
2024-08-25,PRD1005,8423
2024-08-25,PRD1006,4210
2024-08-25,PRD1007,2776
2024-08-25,PRD1008,1651
2024-08-25,PRD1009,4584
2024-08-25,PRD1010,9073
2024-08-25,PRD1011,5177
2024-08-25,PRD1012,5193
2024-08-25,PRD1013,9852
2024-08-25,PRD1014,872
2024-08-25,PRD1015,8381
2024-08-25,PRD1016,6648
2024-08-25,PRD1017,9405
2024-08-25,PRD1018,9765
2024-08-25,PRD1019,6840
2024-08-25,PRD1020,2589
2024-08-25,PRD1021,5883
2024-08-25,PRD1022,2264
2024-08-25,PRD1023,3679
2024-08-25,PRD1024,2184
2024-08-25,PRD1025,1934
2024-08-25,PRD1026,1626
2024-08-25,PRD1027,7244
2024-08-25,PRD1028,3837
2024-08-25,PRD1029,6729
2024-08-25,PRD1030,5236
2024-08-25,PRD1031,1167
2024-08-25,PRD1032,9010
2024-08-25,PRD1033,310
2024-08-25,PRD1034,8289
2024-08-25,PRD1035,4285
2024-08-25,PRD1036,2926
2024-08-25,PRD1037,7118
2024-08-25,PRD1038,9672
2024-08-25,PRD1039,7033
2024-08-25,PRD1040,1201
2024-08-25,PRD1041,8949
2024-08-25,PRD1042,8579
2024-08-25,PRD1043,1170
2024-08-25,PRD1044,4512
2024-08-25,PRD1045,1825
2024-08-25,PRD1046,7487
2024-08-25,PRD1047,6593
2024-08-25,PRD1048,7803
2024-08-25,PRD1049,3327
2024-09-01,PRD1000,8476
2024-09-01,PRD1001,1764
2024-09-01,PRD1002,1033
2024-09-01,PRD1003,2006
2024-09-01,PRD1004,7671
2024-09-01,PRD1005,125
2024-09-01,PRD1006,7431
2024-09-01,PRD1007,9741
2024-09-01,PRD1008,5663
2024-09-01,PRD1009,5769
2024-09-01,PRD1010,1825
2024-09-01,PRD1011,9189
2024-09-01,PRD1012,1700
2024-09-01,PRD1013,6558
2024-09-01,PRD1014,1571
2024-09-01,PRD1015,6528
2024-09-01,PRD1016,956
2024-09-01,PRD1017,3512
2024-09-01,PRD1018,2886
2024-09-01,PRD1019,3668
2024-09-01,PRD1020,9210
2024-09-01,PRD1021,2773
2024-09-01,PRD1022,5786
2024-09-01,PRD1023,2312
2024-09-01,PRD1024,3195
2024-09-01,PRD1025,9954
2024-09-01,PRD1026,7279
2024-09-01,PRD1027,922
2024-09-01,PRD1028,9996
2024-09-01,PRD1029,2664
2024-09-01,PRD1030,9947
2024-09-01,PRD1031,5679
2024-09-01,PRD1032,8772
2024-09-01,PRD1033,6475
2024-09-01,PRD1034,8243
2024-09-01,PRD1035,1635
2024-09-01,PRD1036,5436
2024-09-01,PRD1037,3815
2024-09-01,PRD1038,2816
2024-09-01,PRD1039,446
2024-09-01,PRD1040,4479
2024-09-01,PRD1041,8113
2024-09-01,PRD1042,7795
2024-09-01,PRD1043,5243
2024-09-01,PRD1044,8426
2024-09-01,PRD1045,6001
2024-09-01,PRD1046,616
2024-09-01,PRD1047,7893
2024-09-01,PRD1048,864
2024-09-01,PRD1049,6210
2024-09-08,PRD1000,2338
2024-09-08,PRD1001,3433
2024-09-08,PRD1002,3562
2024-09-08,PRD1003,2680
2024-09-08,PRD1004,4026
2024-09-08,PRD1005,2150
2024-09-08,PRD1006,5111
2024-09-08,PRD1007,3408
2024-09-08,PRD1008,6030
2024-09-08,PRD1009,5649
2024-09-08,PRD1010,4850
2024-09-08,PRD1011,9402
2024-09-08,PRD1012,7339
2024-09-08,PRD1013,456
2024-09-08,PRD1014,148
2024-09-08,PRD1015,6299
2024-09-08,PRD1016,3381
2024-09-08,PRD1017,5620
2024-09-08,PRD1018,5752
2024-09-08,PRD1019,321
2024-09-08,PRD1020,2620
2024-09-08,PRD1021,593
2024-09-08,PRD1022,1324
2024-09-08,PRD1023,2194
2024-09-08,PRD1024,4330
2024-09-08,PRD1025,2773
2024-09-08,PRD1026,867
2024-09-08,PRD1027,2867
2024-09-08,PRD1028,2922
2024-09-08,PRD1029,2172
2024-09-08,PRD1030,8933
2024-09-08,PRD1031,487
2024-09-08,PRD1032,7197
2024-09-08,PRD1033,383
2024-09-08,PRD1034,4976
2024-09-08,PRD1035,435
2024-09-08,PRD1036,2677
2024-09-08,PRD1037,5154
2024-09-08,PRD1038,1102
2024-09-08,PRD1039,9387
2024-09-08,PRD1040,9415
2024-09-08,PRD1041,9136
2024-09-08,PRD1042,6286
2024-09-08,PRD1043,4452
2024-09-08,PRD1044,1889
2024-09-08,PRD1045,3276
2024-09-08,PRD1046,2283
2024-09-08,PRD1047,5815
2024-09-08,PRD1048,9919
2024-09-08,PRD1049,1743
2024-09-15,PRD1000,5846
2024-09-15,PRD1001,2427
2024-09-15,PRD1002,1937
2024-09-15,PRD1003,1094
2024-09-15,PRD1004,1575
2024-09-15,PRD1005,5269
2024-09-15,PRD1006,7062
2024-09-15,PRD1007,1777
2024-09-15,PRD1008,9108
2024-09-15,PRD1009,2056
2024-09-15,PRD1010,9112
2024-09-15,PRD1011,7475
2024-09-15,PRD1012,2933
2024-09-15,PRD1013,9197
2024-09-15,PRD1014,6843
2024-09-15,PRD1015,1035
2024-09-15,PRD1016,3926
2024-09-15,PRD1017,2746
2024-09-15,PRD1018,1946
2024-09-15,PRD1019,1217
2024-09-15,PRD1020,5019
2024-09-15,PRD1021,3962
2024-09-15,PRD1022,3692
2024-09-15,PRD1023,8965
2024-09-15,PRD1024,8312
2024-09-15,PRD1025,7681
2024-09-15,PRD1026,6104
2024-09-15,PRD1027,6859
2024-09-15,PRD1028,7658
2024-09-15,PRD1029,3653
2024-09-15,PRD1030,3944
2024-09-15,PRD1031,4025
2024-09-15,PRD1032,9142
2024-09-15,PRD1033,9758
2024-09-15,PRD1034,1708
2024-09-15,PRD1035,7681
2024-09-15,PRD1036,6595
2024-09-15,PRD1037,5668
2024-09-15,PRD1038,4339
2024-09-15,PRD1039,2258
2024-09-15,PRD1040,1464
2024-09-15,PRD1041,8096
2024-09-15,PRD1042,2030
2024-09-15,PRD1043,9974
2024-09-15,PRD1044,3820
2024-09-15,PRD1045,2095
2024-09-15,PRD1046,7334
2024-09-15,PRD1047,8798
2024-09-15,PRD1048,3020
2024-09-15,PRD1049,4177
2024-09-22,PRD1000,5598
2024-09-22,PRD1001,9931
2024-09-22,PRD1002,9602
2024-09-22,PRD1003,7148
2024-09-22,PRD1004,7211
2024-09-22,PRD1005,4015
2024-09-22,PRD1006,6323
2024-09-22,PRD1007,2196
2024-09-22,PRD1008,2353
2024-09-22,PRD1009,7045
2024-09-22,PRD1010,3196
2024-09-22,PRD1011,7962
2024-09-22,PRD1012,4520
2024-09-22,PRD1013,687
2024-09-22,PRD1014,9349
2024-09-22,PRD1015,4664
2024-09-22,PRD1016,5192
2024-09-22,PRD1017,8202
2024-09-22,PRD1018,4394
2024-09-22,PRD1019,9121
2024-09-22,PRD1020,7865
2024-09-22,PRD1021,3847
2024-09-22,PRD1022,9212
2024-09-22,PRD1023,2849
2024-09-22,PRD1024,5419
2024-09-22,PRD1025,9835
2024-09-22,PRD1026,1457
2024-09-22,PRD1027,4267
2024-09-22,PRD1028,3899
2024-09-22,PRD1029,7430
2024-09-22,PRD1030,7066
2024-09-22,PRD1031,3533
2024-09-22,PRD1032,362
2024-09-22,PRD1033,2058
2024-09-22,PRD1034,991
2024-09-22,PRD1035,8604
2024-09-22,PRD1036,455
2024-09-22,PRD1037,1506
2024-09-22,PRD1038,1699
2024-09-22,PRD1039,4155
2024-09-22,PRD1040,2039
2024-09-22,PRD1041,6165
2024-09-22,PRD1042,1041
2024-09-22,PRD1043,454
2024-09-22,PRD1044,4220
2024-09-22,PRD1045,5586
2024-09-22,PRD1046,5287
2024-09-22,PRD1047,4716
2024-09-22,PRD1048,5141
2024-09-22,PRD1049,212
2024-09-29,PRD1000,3133
2024-09-29,PRD1001,872
2024-09-29,PRD1002,7411
2024-09-29,PRD1003,5686
2024-09-29,PRD1004,4445
2024-09-29,PRD1005,256
2024-09-29,PRD1006,7255
2024-09-29,PRD1007,725
2024-09-29,PRD1008,1342
2024-09-29,PRD1009,3281
2024-09-29,PRD1010,8987
2024-09-29,PRD1011,6406
2024-09-29,PRD1012,6237
2024-09-29,PRD1013,7250
2024-09-29,PRD1014,4105
2024-09-29,PRD1015,6728
2024-09-29,PRD1016,3182
2024-09-29,PRD1017,8288
2024-09-29,PRD1018,933
2024-09-29,PRD1019,3150
2024-09-29,PRD1020,2680
2024-09-29,PRD1021,1052
2024-09-29,PRD1022,513
2024-09-29,PRD1023,8626
2024-09-29,PRD1024,5584
2024-09-29,PRD1025,5754
2024-09-29,PRD1026,5870
2024-09-29,PRD1027,9853
2024-09-29,PRD1028,5230
2024-09-29,PRD1029,5061
2024-09-29,PRD1030,9030
2024-09-29,PRD1031,3404
2024-09-29,PRD1032,2842
2024-09-29,PRD1033,4130
2024-09-29,PRD1034,4779
2024-09-29,PRD1035,167
2024-09-29,PRD1036,5221
2024-09-29,PRD1037,272
2024-09-29,PRD1038,6011
2024-09-29,PRD1039,2394
2024-09-29,PRD1040,5758
2024-09-29,PRD1041,2801
2024-09-29,PRD1042,2192
2024-09-29,PRD1043,2558
2024-09-29,PRD1044,3338
2024-09-29,PRD1045,6239
2024-09-29,PRD1046,8543
2024-09-29,PRD1047,8182
2024-09-29,PRD1048,9583
2024-09-29,PRD1049,7056
2024-10-06,PRD1000,9959
2024-10-06,PRD1001,6486
2024-10-06,PRD1002,6079
2024-10-06,PRD1003,7979
2024-10-06,PRD1004,274
2024-10-06,PRD1005,7949
2024-10-06,PRD1006,5447
2024-10-06,PRD1007,7203
2024-10-06,PRD1008,6374
2024-10-06,PRD1009,5700
2024-10-06,PRD1010,1368
2024-10-06,PRD1011,7565
2024-10-06,PRD1012,2429
2024-10-06,PRD1013,5743
2024-10-06,PRD1014,6525
2024-10-06,PRD1015,8716
2024-10-06,PRD1016,3708
2024-10-06,PRD1017,627
2024-10-06,PRD1018,3668
2024-10-06,PRD1019,1200
2024-10-06,PRD1020,7627
2024-10-06,PRD1021,7982
2024-10-06,PRD1022,550
2024-10-06,PRD1023,2267
2024-10-06,PRD1024,1452
2024-10-06,PRD1025,3601
2024-10-06,PRD1026,5588
2024-10-06,PRD1027,9412
2024-10-06,PRD1028,9978
2024-10-06,PRD1029,6809
2024-10-06,PRD1030,7992
2024-10-06,PRD1031,5402
2024-10-06,PRD1032,3040
2024-10-06,PRD1033,7644
2024-10-06,PRD1034,1405
2024-10-06,PRD1035,5090
2024-10-06,PRD1036,2498
2024-10-06,PRD1037,4386
2024-10-06,PRD1038,4893
2024-10-06,PRD1039,9565
2024-10-06,PRD1040,455
2024-10-06,PRD1041,914
2024-10-06,PRD1042,163
2024-10-06,PRD1043,9979
2024-10-06,PRD1044,9912
2024-10-06,PRD1045,9605
2024-10-06,PRD1046,4375
2024-10-06,PRD1047,7788
2024-10-06,PRD1048,3240
2024-10-06,PRD1049,9340
2024-10-13,PRD1000,4964
2024-10-13,PRD1001,1946
2024-10-13,PRD1002,7423
2024-10-13,PRD1003,9216
2024-10-13,PRD1004,477
2024-10-13,PRD1005,307
2024-10-13,PRD1006,6441
2024-10-13,PRD1007,103
2024-10-13,PRD1008,5426
2024-10-13,PRD1009,7001
2024-10-13,PRD1010,5607
2024-10-13,PRD1011,6057
2024-10-13,PRD1012,8221
2024-10-13,PRD1013,8602
2024-10-13,PRD1014,3209
2024-10-13,PRD1015,821
2024-10-13,PRD1016,7571
2024-10-13,PRD1017,3668
2024-10-13,PRD1018,287
2024-10-13,PRD1019,3599
2024-10-13,PRD1020,5009
2024-10-13,PRD1021,5061
2024-10-13,PRD1022,2040
2024-10-13,PRD1023,1344
2024-10-13,PRD1024,212
2024-10-13,PRD1025,5673
2024-10-13,PRD1026,6418
2024-10-13,PRD1027,9446
2024-10-13,PRD1028,1302
2024-10-13,PRD1029,3208
2024-10-13,PRD1030,853
2024-10-13,PRD1031,2330
2024-10-13,PRD1032,9066
2024-10-13,PRD1033,5038
2024-10-13,PRD1034,4017
2024-10-13,PRD1035,2290
2024-10-13,PRD1036,4062
2024-10-13,PRD1037,5408
2024-10-13,PRD1038,2056
2024-10-13,PRD1039,565
2024-10-13,PRD1040,4892
2024-10-13,PRD1041,9557
2024-10-13,PRD1042,3922
2024-10-13,PRD1043,8843
2024-10-13,PRD1044,4229
2024-10-13,PRD1045,7815
2024-10-13,PRD1046,7431
2024-10-13,PRD1047,7145
2024-10-13,PRD1048,900
2024-10-13,PRD1049,4521
2024-10-20,PRD1000,5446
2024-10-20,PRD1001,3047
2024-10-20,PRD1002,5457
2024-10-20,PRD1003,6572
2024-10-20,PRD1004,3675
2024-10-20,PRD1005,1630
2024-10-20,PRD1006,982
2024-10-20,PRD1007,3388
2024-10-20,PRD1008,8000
2024-10-20,PRD1009,6203
2024-10-20,PRD1010,4383
2024-10-20,PRD1011,8157
2024-10-20,PRD1012,216
2024-10-20,PRD1013,9838
2024-10-20,PRD1014,1608
2024-10-20,PRD1015,1833
2024-10-20,PRD1016,6766
2024-10-20,PRD1017,1331
2024-10-20,PRD1018,341
2024-10-20,PRD1019,2756
2024-10-20,PRD1020,1359
2024-10-20,PRD1021,8827
2024-10-20,PRD1022,7473
2024-10-20,PRD1023,3607
2024-10-20,PRD1024,7237
2024-10-20,PRD1025,9087
2024-10-20,PRD1026,277
2024-10-20,PRD1027,7593
2024-10-20,PRD1028,5570
2024-10-20,PRD1029,2556
2024-10-20,PRD1030,4207
2024-10-20,PRD1031,5278
2024-10-20,PRD1032,2597
2024-10-20,PRD1033,7815
2024-10-20,PRD1034,2325
2024-10-20,PRD1035,3619
2024-10-20,PRD1036,4685
2024-10-20,PRD1037,922
2024-10-20,PRD1038,5433
2024-10-20,PRD1039,1941
2024-10-20,PRD1040,4148
2024-10-20,PRD1041,1678
2024-10-20,PRD1042,7841
2024-10-20,PRD1043,5020
2024-10-20,PRD1044,7847
2024-10-20,PRD1045,529
2024-10-20,PRD1046,7923
2024-10-20,PRD1047,4822
2024-10-20,PRD1048,1267
2024-10-20,PRD1049,1453
2024-10-27,PRD1000,6155
2024-10-27,PRD1001,691
2024-10-27,PRD1002,8543
2024-10-27,PRD1003,8879
2024-10-27,PRD1004,1053
2024-10-27,PRD1005,3433
2024-10-27,PRD1006,1206
2024-10-27,PRD1007,2794
2024-10-27,PRD1008,8716
2024-10-27,PRD1009,4954
2024-10-27,PRD1010,4079
2024-10-27,PRD1011,9968
2024-10-27,PRD1012,150
2024-10-27,PRD1013,5446
2024-10-27,PRD1014,2980
2024-10-27,PRD1015,9681
2024-10-27,PRD1016,6955
2024-10-27,PRD1017,2957
2024-10-27,PRD1018,5680
2024-10-27,PRD1019,1600
2024-10-27,PRD1020,7912
2024-10-27,PRD1021,3397
2024-10-27,PRD1022,600
2024-10-27,PRD1023,5127
2024-10-27,PRD1024,9571
2024-10-27,PRD1025,2133
2024-10-27,PRD1026,8609
2024-10-27,PRD1027,6613
2024-10-27,PRD1028,7713
2024-10-27,PRD1029,3469
2024-10-27,PRD1030,7810
2024-10-27,PRD1031,3994
2024-10-27,PRD1032,301
2024-10-27,PRD1033,897
2024-10-27,PRD1034,755
2024-10-27,PRD1035,6999
2024-10-27,PRD1036,7146
2024-10-27,PRD1037,7294
2024-10-27,PRD1038,5710
2024-10-27,PRD1039,6434
2024-10-27,PRD1040,9362
2024-10-27,PRD1041,4842
2024-10-27,PRD1042,7127
2024-10-27,PRD1043,1315
2024-10-27,PRD1044,5167
2024-10-27,PRD1045,8862
2024-10-27,PRD1046,7216
2024-10-27,PRD1047,4627
2024-10-27,PRD1048,1022
2024-10-27,PRD1049,2466
2024-11-03,PRD1000,716
2024-11-03,PRD1001,5335
2024-11-03,PRD1002,2272
2024-11-03,PRD1003,8570
2024-11-03,PRD1004,3418
2024-11-03,PRD1005,4551
2024-11-03,PRD1006,4037
2024-11-03,PRD1007,8993
2024-11-03,PRD1008,9446
2024-11-03,PRD1009,3680
2024-11-03,PRD1010,1739
2024-11-03,PRD1011,3982
2024-11-03,PRD1012,8458
2024-11-03,PRD1013,9895
2024-11-03,PRD1014,3132
2024-11-03,PRD1015,1815
2024-11-03,PRD1016,7352
2024-11-03,PRD1017,7942
2024-11-03,PRD1018,1256
2024-11-03,PRD1019,9883
2024-11-03,PRD1020,7748
2024-11-03,PRD1021,3190
2024-11-03,PRD1022,1127
2024-11-03,PRD1023,4321
2024-11-03,PRD1024,5623
2024-11-03,PRD1025,937
2024-11-03,PRD1026,4072
2024-11-03,PRD1027,8576
2024-11-03,PRD1028,3389
2024-11-03,PRD1029,3475
2024-11-03,PRD1030,3688
2024-11-03,PRD1031,4652
2024-11-03,PRD1032,3966
2024-11-03,PRD1033,2585
2024-11-03,PRD1034,4512
2024-11-03,PRD1035,9755
2024-11-03,PRD1036,469
2024-11-03,PRD1037,2548
2024-11-03,PRD1038,194
2024-11-03,PRD1039,1950
2024-11-03,PRD1040,3347
2024-11-03,PRD1041,7171
2024-11-03,PRD1042,169
2024-11-03,PRD1043,1915
2024-11-03,PRD1044,4025
2024-11-03,PRD1045,4469
2024-11-03,PRD1046,8531
2024-11-03,PRD1047,9665
2024-11-03,PRD1048,1997
2024-11-03,PRD1049,8717
2024-11-10,PRD1000,802
2024-11-10,PRD1001,1729
2024-11-10,PRD1002,1532
2024-11-10,PRD1003,7237
2024-11-10,PRD1004,8023
2024-11-10,PRD1005,3163
2024-11-10,PRD1006,9126
2024-11-10,PRD1007,5442
2024-11-10,PRD1008,9844
2024-11-10,PRD1009,7422
2024-11-10,PRD1010,3427
2024-11-10,PRD1011,7443
2024-11-10,PRD1012,8701
2024-11-10,PRD1013,4196
2024-11-10,PRD1014,548
2024-11-10,PRD1015,746
2024-11-10,PRD1016,4388
2024-11-10,PRD1017,3213
2024-11-10,PRD1018,3817
2024-11-10,PRD1019,8990
2024-11-10,PRD1020,1573
2024-11-10,PRD1021,8742
2024-11-10,PRD1022,9400
2024-11-10,PRD1023,1022
